year,month,day,time,timezone,rain,snow,air_temperature,ground_temperature,highest_temperature,lowest_temperature,place,place_code,latitude,longitude
2020,12,9,00:00,UTC,NULL,NULL,0.7,NULL,1.2,-0.2,Mustasaari,101464,63.43508,21.06856
2020,12,10,00:00,UTC,NULL,NULL,0.6,NULL,2.1,-0.6,Mustasaari,101464,63.43508,21.06856
2020,12,11,00:00,UTC,NULL,NULL,-1.5,NULL,0.0,-2.7,Mustasaari,101464,63.43508,21.06856
2020,12,12,00:00,UTC,NULL,NULL,-0.5,NULL,1.1,-3.1,Mustasaari,101464,63.43508,21.06856
2020,12,13,00:00,UTC,NULL,NULL,0.7,NULL,2.1,-0.1,Mustasaari,101464,63.43508,21.06856
2020,12,14,00:00,UTC,NULL,NULL,-0.6,NULL,0.5,-1.2,Mustasaari,101464,63.43508,21.06856
2020,12,15,00:00,UTC,NULL,NULL,2.0,NULL,5.1,-0.7,Mustasaari,101464,63.43508,21.06856
2020,12,16,00:00,UTC,NULL,NULL,2.3,NULL,5.3,0.5,Mustasaari,101464,63.43508,21.06856
2020,12,17,00:00,UTC,NULL,NULL,0.7,NULL,1.9,0.0,Mustasaari,101464,63.43508,21.06856
2020,12,18,00:00,UTC,NULL,NULL,1.0,NULL,1.5,0.1,Mustasaari,101464,63.43508,21.06856
2020,12,19,00:00,UTC,NULL,NULL,3.4,NULL,5.5,1.2,Mustasaari,101464,63.43508,21.06856
2020,12,20,00:00,UTC,NULL,NULL,5.4,NULL,6.4,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,21,00:00,UTC,NULL,NULL,5.5,NULL,5.8,4.8,Mustasaari,101464,63.43508,21.06856
2020,12,22,00:00,UTC,NULL,NULL,5.0,NULL,5.9,4.3,Mustasaari,101464,63.43508,21.06856
2020,12,23,00:00,UTC,NULL,NULL,2.8,NULL,4.7,1.8,Mustasaari,101464,63.43508,21.06856
2020,12,24,00:00,UTC,NULL,NULL,1.8,NULL,3.0,0.8,Mustasaari,101464,63.43508,21.06856
2020,12,25,00:00,UTC,NULL,NULL,0.9,NULL,2.0,-0.3,Mustasaari,101464,63.43508,21.06856
2020,12,26,00:00,UTC,NULL,NULL,-2.6,NULL,0.2,-4.4,Mustasaari,101464,63.43508,21.06856
2020,12,27,00:00,UTC,NULL,NULL,1.7,NULL,3.6,-3.4,Mustasaari,101464,63.43508,21.06856
2020,12,28,00:00,UTC,NULL,NULL,1.5,NULL,3.4,0.3,Mustasaari,101464,63.43508,21.06856
2020,12,29,00:00,UTC,NULL,NULL,1.2,NULL,1.7,0.8,Mustasaari,101464,63.43508,21.06856
2020,12,30,00:00,UTC,NULL,NULL,0.6,NULL,1.0,0.1,Mustasaari,101464,63.43508,21.06856
2020,12,31,00:00,UTC,NULL,NULL,1.3,NULL,2.3,0.2,Mustasaari,101464,63.43508,21.06856
2020,6,15,00:00,UTC,0,NULL,NULL,NULL,NULL,NULL,Pötsönvaara,101649,63.14167,31.04438
2020,6,16,00:00,UTC,0,0,17.4,NULL,22.8,13.9,Pötsönvaara,101649,63.14167,31.04438
2020,6,17,00:00,UTC,0,0,15.5,NULL,21.6,7.9,Pötsönvaara,101649,63.14167,31.04438
2020,6,18,00:00,UTC,1.0,0,17.1,NULL,21.6,11.5,Pötsönvaara,101649,63.14167,31.04438
2020,6,19,00:00,UTC,0,0,15.2,NULL,20.5,13.4,Pötsönvaara,101649,63.14167,31.04438
2020,6,20,00:00,UTC,0,0,13.2,NULL,18.0,7.0,Pötsönvaara,101649,63.14167,31.04438
2020,6,21,00:00,UTC,0,0,14.5,NULL,20.2,7.3,Pötsönvaara,101649,63.14167,31.04438
2020,6,22,00:00,UTC,0,0,17.5,NULL,23.3,8.9,Pötsönvaara,101649,63.14167,31.04438
2020,6,23,00:00,UTC,5.2,0,18.1,NULL,26.3,12.6,Pötsönvaara,101649,63.14167,31.04438
2020,6,24,00:00,UTC,0,0,19.3,NULL,25.9,9.8,Pötsönvaara,101649,63.14167,31.04438
2020,6,25,00:00,UTC,1.2,0,20.8,NULL,27.3,16.2,Pötsönvaara,101649,63.14167,31.04438
2020,6,26,00:00,UTC,2.5,0,21.8,NULL,27.7,14.1,Pötsönvaara,101649,63.14167,31.04438
2020,6,27,00:00,UTC,0,0,16.9,NULL,23.8,14.3,Pötsönvaara,101649,63.14167,31.04438
2020,6,28,00:00,UTC,0,0,12.4,NULL,16.1,7.5,Pötsönvaara,101649,63.14167,31.04438
2020,6,29,00:00,UTC,0,0,14.4,NULL,20.1,6.7,Pötsönvaara,101649,63.14167,31.04438
2020,6,30,00:00,UTC,5.1,0,13.6,NULL,16.5,9.7,Pötsönvaara,101649,63.14167,31.04438
2020,7,1,00:00,UTC,8.2,NULL,14.0,NULL,17.5,11.0,Pötsönvaara,101649,63.14167,31.04438
2020,7,2,00:00,UTC,0.7,0,14.3,NULL,18.9,11.9,Pötsönvaara,101649,63.14167,31.04438
2020,7,3,00:00,UTC,0.2,0,14.1,NULL,19.5,9.4,Pötsönvaara,101649,63.14167,31.04438
2020,7,4,00:00,UTC,1.0,0,14.0,NULL,19.3,10.3,Pötsönvaara,101649,63.14167,31.04438
2020,7,5,00:00,UTC,13.4,0,13.4,NULL,16.8,11.9,Pötsönvaara,101649,63.14167,31.04438
2020,7,6,00:00,UTC,4.3,0,13.6,NULL,18.8,9.9,Pötsönvaara,101649,63.14167,31.04438
2020,7,7,00:00,UTC,0,0,14.8,NULL,19.8,9.4,Pötsönvaara,101649,63.14167,31.04438
2020,7,8,00:00,UTC,0,0,13.3,NULL,17.5,10.0,Pötsönvaara,101649,63.14167,31.04438
2020,7,9,00:00,UTC,0.6,0,13.4,NULL,18.7,8.9,Pötsönvaara,101649,63.14167,31.04438
2020,7,10,00:00,UTC,8.9,0,10.9,NULL,15.8,6.7,Pötsönvaara,101649,63.14167,31.04438
2020,7,11,00:00,UTC,23.6,0,11.6,NULL,15.6,7.7,Pötsönvaara,101649,63.14167,31.04438
2020,7,12,00:00,UTC,0,0,14.4,NULL,20.4,8.9,Pötsönvaara,101649,63.14167,31.04438
2020,7,13,00:00,UTC,3.9,0,13.2,NULL,16.5,10.2,Pötsönvaara,101649,63.14167,31.04438
2020,7,14,00:00,UTC,0,0,12.1,NULL,16.3,8.2,Pötsönvaara,101649,63.14167,31.04438
2020,7,15,00:00,UTC,0,0,14.0,NULL,18.9,9.0,Pötsönvaara,101649,63.14167,31.04438
2020,7,16,00:00,UTC,0,0,14.4,NULL,20.3,8.8,Pötsönvaara,101649,63.14167,31.04438
2020,7,17,00:00,UTC,0.3,0,15.7,NULL,22.2,7.1,Pötsönvaara,101649,63.14167,31.04438
2020,7,18,00:00,UTC,0,0,19.5,NULL,25.2,12.5,Pötsönvaara,101649,63.14167,31.04438
2020,7,19,00:00,UTC,0,0,21.1,NULL,26.0,15.2,Pötsönvaara,101649,63.14167,31.04438
2020,7,20,00:00,UTC,0,0,19.9,NULL,25.1,17.7,Pötsönvaara,101649,63.14167,31.04438
2020,7,21,00:00,UTC,2.8,0,19.3,NULL,24.0,15.4,Pötsönvaara,101649,63.14167,31.04438
2020,7,22,00:00,UTC,24.2,0,15.7,NULL,18.7,14.7,Pötsönvaara,101649,63.14167,31.04438
2020,7,23,00:00,UTC,6.4,0,13.2,NULL,16.0,12.5,Pötsönvaara,101649,63.14167,31.04438
2020,7,24,00:00,UTC,0,0,12.8,NULL,18.0,10.3,Pötsönvaara,101649,63.14167,31.04438
2020,7,25,00:00,UTC,7.1,0,13.3,NULL,17.0,7.8,Pötsönvaara,101649,63.14167,31.04438
2020,7,26,00:00,UTC,0,0,15.6,NULL,19.7,12.3,Pötsönvaara,101649,63.14167,31.04438
2020,7,27,00:00,UTC,0,0,17.6,NULL,23.0,11.3,Pötsönvaara,101649,63.14167,31.04438
2020,7,28,00:00,UTC,8.4,0,19.0,NULL,23.0,13.4,Pötsönvaara,101649,63.14167,31.04438
2020,7,29,00:00,UTC,13.3,0,16.1,NULL,19.2,14.8,Pötsönvaara,101649,63.14167,31.04438
2020,7,30,00:00,UTC,28.1,0,13.3,NULL,16.3,12.6,Pötsönvaara,101649,63.14167,31.04438
2020,7,31,00:00,UTC,0,0,12.0,NULL,14.8,10.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,1,00:00,UTC,1.7,0,12.8,NULL,16.6,8.5,Pötsönvaara,101649,63.14167,31.04438
2020,8,2,00:00,UTC,4.4,0,12.9,NULL,18.2,9.5,Pötsönvaara,101649,63.14167,31.04438
2020,8,3,00:00,UTC,1.3,0,14.1,NULL,19.5,10.3,Pötsönvaara,101649,63.14167,31.04438
2020,8,4,00:00,UTC,13.7,0,16.1,NULL,20.7,13.0,Pötsönvaara,101649,63.14167,31.04438
2020,8,5,00:00,UTC,8.2,0,14.8,NULL,18.8,13.4,Pötsönvaara,101649,63.14167,31.04438
2020,8,6,00:00,UTC,0.1,0,14.4,NULL,17.2,10.8,Pötsönvaara,101649,63.14167,31.04438
2020,8,7,00:00,UTC,0.1,0,16.5,NULL,21.1,13.1,Pötsönvaara,101649,63.14167,31.04438
2020,8,8,00:00,UTC,0,0,18.3,NULL,23.6,13.9,Pötsönvaara,101649,63.14167,31.04438
2020,8,9,00:00,UTC,0,0,18.4,NULL,24.9,14.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,10,00:00,UTC,0.3,0,11.8,NULL,17.8,10.3,Pötsönvaara,101649,63.14167,31.04438
2020,8,11,00:00,UTC,0,0,10.9,NULL,13.4,9.0,Pötsönvaara,101649,63.14167,31.04438
2020,8,12,00:00,UTC,0,0,10.7,NULL,12.9,8.5,Pötsönvaara,101649,63.14167,31.04438
2020,8,13,00:00,UTC,0.8,0,12.6,NULL,17.6,7.7,Pötsönvaara,101649,63.14167,31.04438
2020,8,14,00:00,UTC,7.5,0,13.1,NULL,17.2,10.8,Pötsönvaara,101649,63.14167,31.04438
2020,8,15,00:00,UTC,0,0,15.7,NULL,20.0,11.9,Pötsönvaara,101649,63.14167,31.04438
2020,8,16,00:00,UTC,0,0,13.9,NULL,17.4,11.9,Pötsönvaara,101649,63.14167,31.04438
2020,8,17,00:00,UTC,0,0,10.0,NULL,15.4,5.0,Pötsönvaara,101649,63.14167,31.04438
2020,8,18,00:00,UTC,0,0,11.2,NULL,17.5,5.1,Pötsönvaara,101649,63.14167,31.04438
2020,8,19,00:00,UTC,0,0,15.0,NULL,21.0,11.0,Pötsönvaara,101649,63.14167,31.04438
2020,8,20,00:00,UTC,0.7,0,14.9,NULL,21.2,9.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,21,00:00,UTC,0,0,16.4,NULL,23.0,10.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,22,00:00,UTC,19.4,0,16.0,NULL,21.4,10.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,23,00:00,UTC,0.7,0,15.3,NULL,20.4,13.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,24,00:00,UTC,0.4,0,14.0,NULL,19.3,11.4,Pötsönvaara,101649,63.14167,31.04438
2020,8,25,00:00,UTC,9.1,0,11.4,NULL,16.1,7.6,Pötsönvaara,101649,63.14167,31.04438
2020,8,26,00:00,UTC,1.6,0,11.2,NULL,15.1,9.1,Pötsönvaara,101649,63.14167,31.04438
2020,8,27,00:00,UTC,0.3,0,9.3,NULL,14.9,4.7,Pötsönvaara,101649,63.14167,31.04438
2020,8,28,00:00,UTC,0,0,11.2,NULL,15.5,6.8,Pötsönvaara,101649,63.14167,31.04438
2020,8,29,00:00,UTC,0,0,11.5,NULL,16.1,8.2,Pötsönvaara,101649,63.14167,31.04438
2020,8,30,00:00,UTC,0,0,10.7,NULL,15.8,6.9,Pötsönvaara,101649,63.14167,31.04438
2020,8,31,00:00,UTC,0,0,10.3,NULL,14.0,8.4,Pötsönvaara,101649,63.14167,31.04438
2020,9,1,00:00,UTC,0,0,10.0,NULL,15.1,6.3,Pötsönvaara,101649,63.14167,31.04438
2020,9,2,00:00,UTC,0,0,10.2,NULL,15.9,4.8,Pötsönvaara,101649,63.14167,31.04438
2020,9,3,00:00,UTC,0.1,0,13.0,NULL,18.8,7.0,Pötsönvaara,101649,63.14167,31.04438
2020,9,4,00:00,UTC,0.3,0,14.5,NULL,18.7,12.5,Pötsönvaara,101649,63.14167,31.04438
2020,9,5,00:00,UTC,6.8,0,13.5,NULL,16.3,11.4,Pötsönvaara,101649,63.14167,31.04438
2020,9,6,00:00,UTC,0,0,12.0,NULL,15.8,10.3,Pötsönvaara,101649,63.14167,31.04438
2020,9,7,00:00,UTC,1.9,0,10.7,NULL,15.0,7.7,Pötsönvaara,101649,63.14167,31.04438
2020,9,8,00:00,UTC,1.2,0,9.7,NULL,15.3,6.2,Pötsönvaara,101649,63.14167,31.04438
2020,9,9,00:00,UTC,11.2,0,10.1,NULL,14.3,7.9,Pötsönvaara,101649,63.14167,31.04438
2020,9,10,00:00,UTC,15.1,0,9.3,NULL,12.4,7.5,Pötsönvaara,101649,63.14167,31.04438
2020,9,11,00:00,UTC,0.3,0,8.4,NULL,12.1,6.5,Pötsönvaara,101649,63.14167,31.04438
2020,9,12,00:00,UTC,17.6,0,8.2,NULL,11.1,3.2,Pötsönvaara,101649,63.14167,31.04438
2020,9,13,00:00,UTC,3.3,0,9.4,NULL,11.1,8.2,Pötsönvaara,101649,63.14167,31.04438
2020,9,14,00:00,UTC,0,0,8.8,NULL,12.5,5.8,Pötsönvaara,101649,63.14167,31.04438
2020,9,15,00:00,UTC,0,0,8.0,NULL,12.6,5.2,Pötsönvaara,101649,63.14167,31.04438
2020,9,16,00:00,UTC,26.3,0,6.3,NULL,8.0,3.9,Pötsönvaara,101649,63.14167,31.04438
2020,9,17,00:00,UTC,12.5,0,6.2,NULL,8.8,4.1,Pötsönvaara,101649,63.14167,31.04438
2020,9,18,00:00,UTC,0.2,0,6.1,NULL,8.7,3.9,Pötsönvaara,101649,63.14167,31.04438
2020,9,19,00:00,UTC,0,0,6.9,NULL,11.0,4.6,Pötsönvaara,101649,63.14167,31.04438
2020,9,20,00:00,UTC,2.3,0,5.5,NULL,9.5,0.3,Pötsönvaara,101649,63.14167,31.04438
2020,9,21,00:00,UTC,3.2,0,7.4,NULL,9.7,3.8,Pötsönvaara,101649,63.14167,31.04438
2020,9,22,00:00,UTC,0,0,8.7,NULL,11.0,6.3,Pötsönvaara,101649,63.14167,31.04438
2020,9,23,00:00,UTC,0,0,7.9,NULL,11.9,3.8,Pötsönvaara,101649,63.14167,31.04438
2020,9,24,00:00,UTC,0,0,12.1,NULL,16.2,7.5,Pötsönvaara,101649,63.14167,31.04438
2020,9,25,00:00,UTC,0,0,12.5,NULL,16.6,9.0,Pötsönvaara,101649,63.14167,31.04438
2020,9,26,00:00,UTC,0,0,12.7,NULL,19.0,8.5,Pötsönvaara,101649,63.14167,31.04438
2020,9,27,00:00,UTC,0,0,12.7,NULL,18.6,8.7,Pötsönvaara,101649,63.14167,31.04438
2020,9,28,00:00,UTC,0,0,11.0,NULL,16.7,7.9,Pötsönvaara,101649,63.14167,31.04438
2020,9,29,00:00,UTC,0,0,8.5,NULL,13.9,4.7,Pötsönvaara,101649,63.14167,31.04438
2020,9,30,00:00,UTC,0.1,0,9.4,NULL,11.0,6.4,Pötsönvaara,101649,63.14167,31.04438
2020,10,1,00:00,UTC,0,0,9.3,NULL,13.6,7.1,Pötsönvaara,101649,63.14167,31.04438
2020,10,2,00:00,UTC,0,0,9.0,NULL,14.0,6.2,Pötsönvaara,101649,63.14167,31.04438
2020,10,3,00:00,UTC,0,0,8.2,NULL,12.4,6.1,Pötsönvaara,101649,63.14167,31.04438
2020,10,4,00:00,UTC,2.3,0,9.0,NULL,11.9,6.3,Pötsönvaara,101649,63.14167,31.04438
2020,10,5,00:00,UTC,1.6,0,9.9,NULL,10.7,8.7,Pötsönvaara,101649,63.14167,31.04438
2020,10,6,00:00,UTC,9.9,0,10.1,NULL,11.4,8.4,Pötsönvaara,101649,63.14167,31.04438
2020,10,7,00:00,UTC,0,0,10.7,NULL,12.1,10.1,Pötsönvaara,101649,63.14167,31.04438
2020,10,8,00:00,UTC,0.3,0,10.1,NULL,11.5,7.9,Pötsönvaara,101649,63.14167,31.04438
2020,10,9,00:00,UTC,2.2,0,10.1,NULL,12.0,8.8,Pötsönvaara,101649,63.14167,31.04438
2020,10,10,00:00,UTC,0,0,8.7,NULL,9.8,7.9,Pötsönvaara,101649,63.14167,31.04438
2020,10,11,00:00,UTC,5.9,0,7.0,NULL,8.8,4.8,Pötsönvaara,101649,63.14167,31.04438
2020,10,12,00:00,UTC,11.4,0,7.8,NULL,9.2,6.5,Pötsönvaara,101649,63.14167,31.04438
2020,10,13,00:00,UTC,6.9,0,5.8,NULL,7.3,5.3,Pötsönvaara,101649,63.14167,31.04438
2020,10,14,00:00,UTC,0.1,0,3.8,NULL,6.3,2.8,Pötsönvaara,101649,63.14167,31.04438
2020,10,15,00:00,UTC,0.5,0,0.7,NULL,3.6,-0.5,Pötsönvaara,101649,63.14167,31.04438
2020,10,16,00:00,UTC,0.2,0,-0.8,NULL,0.9,-1.7,Pötsönvaara,101649,63.14167,31.04438
2020,10,17,00:00,UTC,2.2,0,2.8,NULL,4.4,-1.9,Pötsönvaara,101649,63.14167,31.04438
2020,10,18,00:00,UTC,6.0,0,2.1,NULL,4.4,-0.9,Pötsönvaara,101649,63.14167,31.04438
2020,10,19,00:00,UTC,4.3,8.0,-0.6,NULL,0.2,-1.2,Pötsönvaara,101649,63.14167,31.04438
2020,10,20,00:00,UTC,0.7,9.0,-1.6,NULL,-0.4,-2.6,Pötsönvaara,101649,63.14167,31.04438
2020,10,21,00:00,UTC,4.1,8.0,-3.4,NULL,-2.4,-4.3,Pötsönvaara,101649,63.14167,31.04438
2020,10,22,00:00,UTC,10.5,11.0,-0.3,NULL,0.7,-4.1,Pötsönvaara,101649,63.14167,31.04438
2020,10,23,00:00,UTC,2.8,4.0,0.5,NULL,2.9,-1.0,Pötsönvaara,101649,63.14167,31.04438
2020,10,24,00:00,UTC,0.8,3.0,-0.2,NULL,0.7,-1.9,Pötsönvaara,101649,63.14167,31.04438
2020,10,25,00:00,UTC,0,0,0.2,NULL,1.6,-0.3,Pötsönvaara,101649,63.14167,31.04438
2020,10,26,00:00,UTC,6.9,3.0,3.8,NULL,6.6,0.8,Pötsönvaara,101649,63.14167,31.04438
2020,10,27,00:00,UTC,13.8,0,7.8,NULL,8.6,6.7,Pötsönvaara,101649,63.14167,31.04438
2020,10,28,00:00,UTC,5.3,0,7.1,NULL,9.1,5.5,Pötsönvaara,101649,63.14167,31.04438
2020,10,29,00:00,UTC,0,0,6.9,NULL,7.5,6.0,Pötsönvaara,101649,63.14167,31.04438
2020,10,30,00:00,UTC,1.1,0,4.3,NULL,7.5,0.6,Pötsönvaara,101649,63.14167,31.04438
2020,10,31,00:00,UTC,0.1,0,-2.9,NULL,0.5,-3.7,Pötsönvaara,101649,63.14167,31.04438
2020,11,1,00:00,UTC,0,0,-0.6,NULL,1.5,-4.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,2,00:00,UTC,12.0,0,1.5,NULL,3.1,0.1,Pötsönvaara,101649,63.14167,31.04438
2020,11,3,00:00,UTC,5.2,0,6.7,NULL,8.7,4.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,4,00:00,UTC,0,0,5.1,NULL,6.9,4.0,Pötsönvaara,101649,63.14167,31.04438
2020,11,5,00:00,UTC,4.3,0,3.7,NULL,4.4,2.8,Pötsönvaara,101649,63.14167,31.04438
2020,11,6,00:00,UTC,0,0,4.0,NULL,4.5,2.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,7,00:00,UTC,0.1,0,5.5,NULL,8.0,3.0,Pötsönvaara,101649,63.14167,31.04438
2020,11,8,00:00,UTC,0,0,-0.5,NULL,7.1,-1.6,Pötsönvaara,101649,63.14167,31.04438
2020,11,9,00:00,UTC,0.5,0,-0.2,NULL,2.6,-3.0,Pötsönvaara,101649,63.14167,31.04438
2020,11,10,00:00,UTC,0,0,-3.9,NULL,0.8,-4.9,Pötsönvaara,101649,63.14167,31.04438
2020,11,11,00:00,UTC,0,0,-3.6,NULL,-1.7,-6.2,Pötsönvaara,101649,63.14167,31.04438
2020,11,12,00:00,UTC,0.2,0,-0.5,NULL,0.6,-3.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,13,00:00,UTC,0,0,1.3,NULL,2.6,0.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,14,00:00,UTC,0.1,0,-0.5,NULL,0.6,-1.6,Pötsönvaara,101649,63.14167,31.04438
2020,11,15,00:00,UTC,0.1,0,-0.8,NULL,-0.1,-3.0,Pötsönvaara,101649,63.14167,31.04438
2020,11,16,00:00,UTC,0,0,-0.1,NULL,0.5,-0.9,Pötsönvaara,101649,63.14167,31.04438
2020,11,17,00:00,UTC,7.5,0,0.3,NULL,1.3,-0.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,18,00:00,UTC,10.8,5.0,1.2,NULL,2.8,-0.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,19,00:00,UTC,1.2,0,5.9,NULL,8.4,2.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,20,00:00,UTC,0.9,0,-2.0,NULL,4.7,-3.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,21,00:00,UTC,11.4,0,-2.9,NULL,-1.6,-4.8,Pötsönvaara,101649,63.14167,31.04438
2020,11,22,00:00,UTC,1.9,14.0,0.4,NULL,1.2,-1.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,23,00:00,UTC,3.4,6.0,1.1,NULL,1.7,0.5,Pötsönvaara,101649,63.14167,31.04438
2020,11,24,00:00,UTC,0.1,2.0,-1.0,NULL,0.9,-0.9,Pötsönvaara,101649,63.14167,31.04438
2020,11,25,00:00,UTC,7.9,3.0,-5.6,NULL,-0.9,-7.1,Pötsönvaara,101649,63.14167,31.04438
2020,11,26,00:00,UTC,1.8,10.0,-0.7,NULL,0.8,-5.9,Pötsönvaara,101649,63.14167,31.04438
2020,11,27,00:00,UTC,0.4,12.0,-1.2,NULL,0.0,-1.9,Pötsönvaara,101649,63.14167,31.04438
2020,11,28,00:00,UTC,0,12.0,-2.9,NULL,-1.8,-3.3,Pötsönvaara,101649,63.14167,31.04438
2020,11,29,00:00,UTC,0,11.0,-4.9,NULL,-3.0,-5.8,Pötsönvaara,101649,63.14167,31.04438
2020,11,30,00:00,UTC,1.1,10.0,-2.7,NULL,-0.6,-5.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,1,00:00,UTC,4.1,12.0,-2.3,NULL,-0.3,-5.1,Pötsönvaara,101649,63.14167,31.04438
2020,12,2,00:00,UTC,0.4,15.0,-1.6,NULL,0.0,-2.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,3,00:00,UTC,1.3,16.0,-2.7,NULL,0.0,-3.1,Pötsönvaara,101649,63.14167,31.04438
2020,12,4,00:00,UTC,0.2,17.0,-3.2,NULL,-2.6,-3.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,5,00:00,UTC,0.1,16.0,-1.2,NULL,0.1,-3.5,Pötsönvaara,101649,63.14167,31.04438
2020,12,6,00:00,UTC,0.1,15.0,0.2,NULL,0.4,0.0,Pötsönvaara,101649,63.14167,31.04438
2020,12,7,00:00,UTC,0,14.0,-2.6,NULL,0.3,-5.8,Pötsönvaara,101649,63.14167,31.04438
2020,12,8,00:00,UTC,0,14.0,-7.4,NULL,-3.8,-8.7,Pötsönvaara,101649,63.14167,31.04438
2020,12,9,00:00,UTC,0,14.0,-6.4,NULL,-4.3,-8.3,Pötsönvaara,101649,63.14167,31.04438
2020,12,10,00:00,UTC,0,14.0,-7.5,NULL,-5.4,-10.1,Pötsönvaara,101649,63.14167,31.04438
2020,12,11,00:00,UTC,0,14.0,-8.7,NULL,-5.3,-12.5,Pötsönvaara,101649,63.14167,31.04438
2020,12,12,00:00,UTC,1.4,14.0,-3.9,NULL,-0.9,-10.5,Pötsönvaara,101649,63.14167,31.04438
2020,12,13,00:00,UTC,0.1,14.0,-4.2,NULL,-0.9,-6.0,Pötsönvaara,101649,63.14167,31.04438
2020,12,14,00:00,UTC,0.1,14.0,-5.3,NULL,-4.8,-6.1,Pötsönvaara,101649,63.14167,31.04438
2020,12,15,00:00,UTC,0,14.0,-5.9,NULL,-4.8,-6.9,Pötsönvaara,101649,63.14167,31.04438
2020,12,16,00:00,UTC,9.8,15.0,-1.7,NULL,-1.1,-4.7,Pötsönvaara,101649,63.14167,31.04438
2020,12,17,00:00,UTC,0,26.0,-5.9,NULL,-1.6,-9.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,18,00:00,UTC,0,25.0,-10.9,NULL,-7.4,-14.0,Pötsönvaara,101649,63.14167,31.04438
2020,12,19,00:00,UTC,2.2,24.0,-4.5,NULL,-2.9,-7.4,Pötsönvaara,101649,63.14167,31.04438
2020,12,20,00:00,UTC,1.0,23.0,0.6,NULL,1.7,-2.8,Pötsönvaara,101649,63.14167,31.04438
2020,12,21,00:00,UTC,8.7,18.0,1.1,NULL,2.3,-0.2,Pötsönvaara,101649,63.14167,31.04438
2020,12,22,00:00,UTC,0.1,23.0,0.5,NULL,1.3,-0.4,Pötsönvaara,101649,63.14167,31.04438
2020,12,23,00:00,UTC,5.7,19.0,-1.4,NULL,1.1,-3.3,Pötsönvaara,101649,63.14167,31.04438
2020,12,24,00:00,UTC,0.6,22.0,-2.8,NULL,-1.7,-3.9,Pötsönvaara,101649,63.14167,31.04438
2020,12,25,00:00,UTC,0.1,23.0,-4.0,NULL,-1.0,-6.7,Pötsönvaara,101649,63.14167,31.04438
2020,12,26,00:00,UTC,0,23.0,-8.4,NULL,-6.7,-9.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,27,00:00,UTC,0,22.0,-8.1,NULL,-5.6,-10.7,Pötsönvaara,101649,63.14167,31.04438
2020,12,28,00:00,UTC,0,22.0,-5.7,NULL,-4.1,-7.1,Pötsönvaara,101649,63.14167,31.04438
2020,12,29,00:00,UTC,0.5,22.0,-7.3,NULL,-6.6,-8.2,Pötsönvaara,101649,63.14167,31.04438
2020,12,30,00:00,UTC,1.1,22.0,-4.1,NULL,-1.3,-7.6,Pötsönvaara,101649,63.14167,31.04438
2020,12,31,00:00,UTC,7.1,23.0,-1.7,NULL,-0.1,-3.0,Pötsönvaara,101649,63.14167,31.04438
